Tick;Step;DateTime;actionPoints;color;currStance;energy;hasMoved;magazineCount;memberID;movementDelay;points;stage;tagged;taggedCounter;visibilityRange;visualRange;wasTagged;wasTaggedCounter;xSpawn;ySpawn;0_Position;1_Position;ID
15;15;2019-01-01T11:00:15.0000000+01:00;10;green;standing;100;False;5;3;0;0;0;False;0;10;10;False;0;50;49;35;35;0e126fdc-eb6b-449e-9c3b-efa924e45bdb
15;15;2019-01-01T11:00:15.0000000+01:00;10;green;standing;100;False;5;1;0;0;0;False;0;10;10;False;0;49;50;35;35;793ea588-2711-4a5a-9738-a99c5d904fdd
15;15;2019-01-01T11:00:15.0000000+01:00;10;green;standing;100;False;5;2;0;0;0;False;0;10;10;False;0;50;50;35;35;a5b74f39-2252-4c8b-b5cb-77f57ad7b0d8
16;16;2019-01-01T11:00:16.0000000+01:00;10;green;standing;100;False;5;3;0;0;0;False;0;10;10;False;0;50;49;34;34;0e126fdc-eb6b-449e-9c3b-efa924e45bdb
16;16;2019-01-01T11:00:16.0000000+01:00;10;green;standing;100;False;5;1;0;0;0;False;0;10;10;False;0;49;50;34;34;793ea588-2711-4a5a-9738-a99c5d904fdd
16;16;2019-01-01T11:00:16.0000000+01:00;10;green;standing;100;False;5;2;0;0;0;False;0;10;10;False;0;50;50;34;34;a5b74f39-2252-4c8b-b5cb-77f57ad7b0d8
17;17;2019-01-01T11:00:17.0000000+01:00;10;green;standing;100;False;5;3;0;0;0;False;0;10;10;False;0;50;49;33;33;0e126fdc-eb6b-449e-9c3b-efa924e45bdb
17;17;2019-01-01T11:00:17.0000000+01:00;10;green;standing;100;False;5;1;0;0;0;False;0;10;10;False;0;49;50;33;33;793ea588-2711-4a5a-9738-a99c5d904fdd
17;17;2019-01-01T11:00:17.0000000+01:00;10;green;standing;100;False;5;2;0;0;0;False;0;10;10;False;0;50;50;33;33;a5b74f39-2252-4c8b-b5cb-77f57ad7b0d8
18;18;2019-01-01T11:00:18.0000000+01:00;10;green;standing;100;False;5;3;0;0;0;False;0;10;10;False;0;50;49;32;32;0e126fdc-eb6b-449e-9c3b-efa924e45bdb
18;18;2019-01-01T11:00:18.0000000+01:00;10;green;standing;100;False;5;1;0;0;0;False;0;10;10;False;0;49;50;32;32;793ea588-2711-4a5a-9738-a99c5d904fdd
